0,1,2
Gray Platelet Syndrome,Right Flank Pain,2.0
Gray Platelet Syndrome,Somnambulism,1.0
Gray Platelet Syndrome,Digestive System Disorders,1.0
Gray Platelet Syndrome,Pulmonary Stenosis,2.0
Gray Platelet Syndrome,Psoriasis,2.0
Gray Platelet Syndrome,Symmetrical dyschromatosis of extremities,1.0
Gray Platelet Syndrome,varicella zoster,1.0
Gray Platelet Syndrome,Myasthenia Gravis,1.0
Gray Platelet Syndrome,Disorder of head,1.0
Gray Platelet Syndrome,Cardiomyopathies,1.0
Gray Platelet Syndrome,Pertussis,1.0
Gray Platelet Syndrome,Borderline Hypertension,1.0
Gray Platelet Syndrome,Hereditary Coproporphyria,1.0
Gray Platelet Syndrome,Polymyalgia Rheumatica,1.0
Gray Platelet Syndrome,Neuroleptic Malignant Syndrome,1.0
Gray Platelet Syndrome,"Malaria, Cerebral",1.0
Gray Platelet Syndrome,Euthyroid Sick Syndromes,1.0
Gray Platelet Syndrome,Cold intolerance,1.0
Gray Platelet Syndrome,"CEREBELLAR ATAXIA, NEUROPATHY, AND VESTIBULAR AREFLEXIA SYNDROME",1.0
Gray Platelet Syndrome,"MICROCEPHALIC OSTEODYSPLASTIC PRIMORDIAL DWARFISM, TYPE I",1.0
Gray Platelet Syndrome,headache migraine chronic,1.0
Gray Platelet Syndrome,Peripheral Vascular Diseases,1.0
Gray Platelet Syndrome,Hip pain,1.0
Gray Platelet Syndrome,Toxic Shock Syndrome,1.0
Gray Platelet Syndrome,Decreased Libido,1.0
Gray Platelet Syndrome,Post-infectious encephalitis,1.0
Gray Platelet Syndrome,Chikungunya virus infection,1.0
Gray Platelet Syndrome,Common Migraine,1.0
Gray Platelet Syndrome,Dystonia Disorders,1.0
Gray Platelet Syndrome,Hereditary Multiple Exostoses,1.0
Gray Platelet Syndrome,"Failure of Tooth Eruption, Primary",2.0
Gray Platelet Syndrome,Dryness of eye,2.0
Gray Platelet Syndrome,Sensorineural Hearing Loss (disorder),2.0
Gray Platelet Syndrome,Rubella,2.0
Gray Platelet Syndrome,Vestibular Diseases,2.0
Gray Platelet Syndrome,Scarlet Fever,2.0
Gray Platelet Syndrome,Benign paroxysmal positional vertigo,2.0
Gray Platelet Syndrome,Chronic lobular hepatitis,2.0
Gray Platelet Syndrome,Lesch-Nyhan Syndrome,2.0
Gray Platelet Syndrome,Vitelliform Macular Dystrophy,2.0
Gray Platelet Syndrome,Indifferent mood,2.0
Gray Platelet Syndrome,Inclusion Body Myositis (disorder),1.0
Gray Platelet Syndrome,Circadian Rhythm Disorders,1.0
Gray Platelet Syndrome,Pentalogy of Cantrell,1.0
Gray Platelet Syndrome,Hypersomnia,1.0
Gray Platelet Syndrome,Zunich neuroectodermal syndrome,1.0
Gray Platelet Syndrome,RAINE SYNDROME,2.0
Gray Platelet Syndrome,Liver diseases,1.0
Gray Platelet Syndrome,Chronically Ill,1.0
Gray Platelet Syndrome,HIV-infection (AIDS/ARC),1.0
Gray Platelet Syndrome,underlying infection,1.0
Gray Platelet Syndrome,Sinus Tachycardia,1.0
Gray Platelet Syndrome,General symptom,1.0
Gray Platelet Syndrome,"Encephalomyelitis, Western Equine",2.0
Gray Platelet Syndrome,Feeling despair,1.0
Gray Platelet Syndrome,Thromboembolism,1.0
Gray Platelet Syndrome,Thrombophilia,1.0
Gray Platelet Syndrome,Hematological Disease,1.0
Gray Platelet Syndrome,Arthrogryposis renal dysfunction cholestasis syndrome,1.0
Gray Platelet Syndrome,Postural Orthostatic Tachycardia Syndrome,4.0
Gray Platelet Syndrome,Memory Loss,4.0
Gray Platelet Syndrome,Walking pneumonia,1.0
Gray Platelet Syndrome,Influenza-like illness,1.0
Gray Platelet Syndrome,Immune Complex Diseases,1.0
Gray Platelet Syndrome,Paracoccidioidomycosis,1.0
Gray Platelet Syndrome,Roberts-SC phocomelia syndrome,1.0
Gray Platelet Syndrome,Bronchiolitis Obliterans Organizing Pneumonia,1.0
Gray Platelet Syndrome,"Liver Failure, Acute",1.0
Gray Platelet Syndrome,"Brain Damage, Chronic",1.0
Gray Platelet Syndrome,Equine laminitis,1.0
Gray Platelet Syndrome,Erythema Multiforme,1.0
Gray Platelet Syndrome,Eosinophilia-Myalgia Syndrome,1.0
Gray Platelet Syndrome,Paraneoplastic Opsoclonus Ataxia,1.0
Gray Platelet Syndrome,Recurrent abdominal pain,1.0
Gray Platelet Syndrome,Tuberculous otitis media,1.0
Disease,Pain,26.0
Disease,rundown,2.0
Disease,Little's Disease,30.0
Disease,cold symptoms,2.0
Disease,Testicular regression syndrome,9.0
Disease,PROGRESSIVE ENCEPHALOMYELITIS WITH RIGIDITY,7.0
Disease,Anosmia,8.0
Disease,Communicable Diseases,42.0
Disease,Chronic otitis media,13.0
Disease,"SHORT STATURE, IDIOPATHIC, X-LINKED",20.0
Disease,herpes,1.0
Disease,organic disorders,9.0
Disease,AICARDI-GOUTIERES SYNDROME 1,2.0
Disease,Fever with chills,2.0
Disease,Generalized fatigue,1.0
Disease,Fatigue,18.0
Disease,Sore to touch,10.0
Disease,Allergic disposition,6.0
Disease,Diabetes,1.0
Disease,Common Cold,27.0
Disease,Influenza,44.0
Disease,Rhinorrhea,5.0
Disease,Coughing,38.0
Disease,Asthenia,6.0
Disease,Dyspnea,19.0
Disease,Blind Vision,4.0
Disease,Idiopathic Multicentric Osteolyses,2.0
Disease,"Hyperostosis, Diffuse Idiopathic Skeletal",1.0
Disease,PREMATURE CHROMATID SEPARATION TRAIT,10.0
Disease,Carotid Artery Diseases,1.0
Disease,Gum Infection,1.0
Disease,Gingival Diseases,1.0
Disease,Myocardial Infarction,3.0
Disease,Infection of tooth,1.0
Disease,Dental caries,1.0
Disease,Secondary Infections,2.0
Disease,Actual Inability To Taste,6.0
Disease,Other symptoms,1.0
Disease,Gout,1.0
Disease,gastrointestinal gas,5.0
Disease,Seizures,18.0
Disease,Chronic Obstructive Airway Disease,13.0
Disease,digestive problem,2.0
Disease,Cardiovascular symptoms,2.0
Disease,Abnormal breathing,3.0
Disease,Smallpox,1.0
Disease,Pharyngitis,8.0
Disease,Immune System Diseases,1.0
Disease,Wolf-Hirschhorn Syndrome,5.0
Disease,Sore Throat,8.0
Disease,Headache,17.0
Disease,Pallister-Hall syndrome,5.0
Disease,Influenza due to Influenza A virus subtype H1N1,1.0
Disease,Curb,1.0
Disease,Signs and Symptoms,13.0
Disease,Temporohyoid osteoarthropathy,1.0
Disease,BODY PAIN,9.0
Disease,Severe Acute Respiratory Syndrome,7.0
Disease,Arthralgia,2.0
Disease,Diarrhea,11.0
Disease,Vomiting,2.0
Disease,Nausea,14.0
Disease,Myalgia,7.0
Disease,Multi-infarct dementia,6.0
Disease,Subacute thyroiditis,1.0
Disease,Chronic articular rheumatism,2.0
Disease,Pyotraumatic dermatitis,7.0
Disease,Oculocerebrocutaneous syndrome,3.0
Disease,Mass of body region,3.0
Disease,Flare,6.0
Disease,Catch - Finding of sensory dimension of pain,9.0
Disease,slight fever,1.0
Disease,Multiple symptoms,3.0
Disease,Poliomyelitis,3.0
Disease,"Liver Abscess, Amebic",6.0
Disease,Measles,4.0
Disease,Dysosteosclerosis,10.0
Disease,Strangles,1.0
Disease,Clouded consciousness,15.0
Disease,Pulmonary Emphysema,5.0
Disease,Alpha trait thalassemia,4.0
Disease,Chronic disease,5.0
Disease,Lightheadedness,3.0
Disease,Chills,12.0
Disease,Pulmonary Fibrosis,1.0
Disease,Papillon-Lefevre Disease,5.0
Disease,Weakness,4.0
Disease,Secondary bacterial pneumonia,1.0
Disease,Infectious disease of lung,1.0
Disease,Aspergilloma,1.0
Disease,Pneumonia,13.0
Disease,Respiratory Tract Infections,3.0
Disease,Mycoses,1.0
Disease,"Pneumonia, Bacterial",1.0
Disease,"Hemorrhagic Fever, Ebola",1.0
Disease,Trigger Finger Disorder,1.0
Disease,Bacterial Infections,2.0
Disease,Virus Diseases,6.0
Disease,primary infection nos,2.0
Disease,Sepsis,2.0
Disease,Mumps,1.0
Disease,Asthma,11.0
Disease,Obesity,4.0
Disease,Hypertensive disease,7.0
Disease,Diabetes Mellitus,9.0
Disease,Lung diseases,6.0
Disease,Kidney Diseases,4.0
Disease,Nervousness,11.0
Disease,Osteoporosis,1.0
Disease,Vitamin D Deficiency,1.0
Disease,Flushing,8.0
Disease,Interstitial emphysema,1.0
Disease,Overweight,3.0
Disease,flu symptoms,2.0
Disease,Anorexia,4.0
Disease,Infantile Neuroaxonal Dystrophy,19.0
Disease,Macrophage Activation Syndrome,1.0
Disease,Dry cough,7.0
Disease,Hepatic methionine adenosyltransferase deficiency,1.0
Disease,Chromosome 2q32-Q33 Deletion Syndrome,3.0
Disease,Comatose,2.0
Disease,Lupus Erythematosus,3.0
Disease,Malaria,2.0
Disease,Asthma attack,1.0
Disease,Flatulence,2.0
Disease,Feeling strange,2.0
Disease,out (of) breath,4.0
Disease,Feeling Sick,1.0
Disease,Respiratory problems,2.0
Disease,Malaise,8.0
Disease,"Signs and Symptoms, Respiratory",2.0
Disease,Tremor,7.0
Disease,Single organ dysfunction,2.0
Disease,Illness (finding),7.0
Disease,Abdominal bloating,2.0
Disease,Decrease in appetite,2.0
Disease,Nightmares,5.0
Disease,Ataxia Telangiectasia,1.0
Disease,Cerebellar decompression injury,1.0
Disease,Genital infection,1.0
Disease,Upset stomach,6.0
Disease,Exhaustion,8.0
Disease,Cardiac Arrest,4.0
Disease,Upper Respiratory Infections,4.0
Disease,HEART PROBLEM,3.0
Disease,Tired,14.0
Disease,Pulmonary congestion,1.0
Disease,Hepatic Encephalopathy,1.0
Disease,Toxic liver disease,1.0
Disease,Acute infectious disease,3.0
Disease,Retinal damage,1.0
Disease,Multiple Epiphyseal Dysplasia,5.0
Disease,Rosacea,1.0
Disease,Prieto X-linked mental retardation syndrome,1.0
Disease,Muscular stiffness,4.0
Disease,Sighing respiration,5.0
Disease,Mandibuloacral dysostosis,2.0
Disease,Influenza-like symptoms,2.0
Disease,Fish-Eye Disease,3.0
Disease,Algoneurodystrophy,1.0
Disease,Amelogenesis imperfecta nephrocalcinosis,3.0
Disease,Adult Fanconi syndrome,2.0
Disease,"Diabetes Mellitus, Non-Insulin-Dependent",2.0
Disease,WILSON-TURNER X-LINKED MENTAL RETARDATION SYNDROME,1.0
Disease,Sick Sinus Syndrome,2.0
Disease,Neonatal alloimmune thrombocytopenia,1.0
Disease,"SHORT STATURE, ONYCHODYSPLASIA, FACIAL DYSMORPHISM, AND HYPOTRICHOSIS SYNDROME",3.0
Disease,"POPLITEAL PTERYGIUM SYNDROME, LETHAL TYPE",5.0
Disease,Retching,2.0
Disease,Sharp pain,4.0
Disease,"Amyotrophic Lateral Sclerosis, Sporadic",4.0
Disease,Streptococcal lymphadenitis of swine,1.0
Disease,Reflex Sympathetic Dystrophy,5.0
Disease,Meningococcal meningitis,1.0
Disease,Sinusitis,2.0
Disease,Duane Retraction Syndrome,1.0
Disease,Diabetic Retinopathy,1.0
Disease,Pruritus,3.0
Disease,Hamman-Rich syndrome,5.0
Disease,Hybrid Resistance,1.0
Disease,Lung Problem,7.0
Disease,Ache,12.0
Disease,Redness of face,1.0
Disease,Nasal congestion (finding),3.0
Disease,Malignant hyperpyrexia due to anesthesia,7.0
Disease,"Skin Diseases, Viral",1.0
Disease,Immunoglobulin A deficiency (disorder),1.0
Disease,Vague ill health,1.0
Disease,Chest tightness,7.0
Disease,Back symptoms/complaints,1.0
Disease,Gigantism,1.0
Disease,Myocardial Ischemia,3.0
Disease,Excessive tearing,1.0
Disease,Pelvic Organ Prolapse,4.0
Disease,MRSA - Methicillin resistant Staphylococcus aureus infection,1.0
Disease,Paramyotonia Congenita (disorder),3.0
Disease,STUVE-WIEDEMANN SYNDROME,3.0
Disease,Dwarfism,1.0
Disease,"Pain, Postoperative",4.0
Disease,"Respiratory Distress Syndrome, Adult",2.0
Disease,Juvenile-Onset Still Disease,1.0
Disease,Heartburn,2.0
Disease,Heartburn acidity,1.0
Disease,Heart Diseases,1.0
Disease,Triglyceride storage disease with ichthyosis,2.0
Disease,Exanthema,6.0
Disease,"Lupus Erythematosus, Discoid",1.0
Disease,"Myelitis, Acute Transverse",1.0
Disease,"Anemia, Diamond-Blackfan",5.0
Disease,"AUTOINFLAMMATION, LIPODYSTROPHY, AND DERMATOSIS SYNDROME",1.0
Disease,Acute contagious conjunctivitis,1.0
Disease,Dizziness,10.0
Disease,Cerebrovascular accident,2.0
Disease,Acquired Immunodeficiency Syndrome,4.0
Disease,Acute Pneumonia,1.0
Disease,Infarction of spinal cord,1.0
Disease,"Plague, Septicemic",1.0
Disease,Plague,3.0
Disease,Marinesco-Sjogren syndrome,2.0
Disease,Balkan Nephropathy,1.0
Disease,Anus Diseases,1.0
Disease,Refractive Errors,1.0
Disease,Agenesis of corpus callosum,7.0
Disease,Axenfeld-Rieger syndrome,4.0
Disease,Heart failure,3.0
Disease,Respiratory distress,4.0
Disease,Other viral diseases NOS,3.0
Disease,Depressed - symptom,2.0
Disease,Pemphigus and fogo selvagem,2.0
Disease,Breathing abnormally deep,2.0
Disease,Inflammatory disorder,1.0
Disease,Hay fever,1.0
Disease,Bronchitis,3.0
Disease,Chest Pain,6.0
Disease,Cardiovascular Diseases,2.0
Disease,Septicemia,4.0
Disease,Digitorenocerebral Syndrome,2.0
Disease,Goldberg-Shprintzen megacolon syndrome,1.0
Disease,"Gait, Drop Foot",1.0
Disease,Has tingling sensation,4.0
Disease,Meckel syndrome type 1,2.0
Disease,Gastroesophageal reflux disease,3.0
Disease,Scurvy,1.0
Disease,Dehydration,3.0
Disease,Staring,1.0
Disease,Coronary heart disease,1.0
Disease,Mitral Valve Prolapse Syndrome,1.0
Disease,Acute viral disease,1.0
Disease,Aplasia Cutis Congenita,1.0
Disease,Atherosclerosis,1.0
Disease,Congestive heart failure,2.0
Disease,"BESTROPHINOPATHY, AUTOSOMAL RECESSIVE",1.0
Disease,Neuropathy,2.0
Disease,Neurologic Symptoms,2.0
Disease,Syncope,3.0
Disease,Gastroparesis,1.0
Disease,asthma with copd,1.0
Disease,Recurrent disease,6.0
Disease,Oral Ulcer,1.0
Disease,Narcolepsy,1.0
Disease,Xerostomia,1.0
Disease,Tennis Elbow,1.0
Disease,Deglutition Disorders,2.0
Disease,Malnutrition,2.0
Disease,Feeling nervous,1.0
Disease,Burning sensation,4.0
Disease,Muscle Cramp,2.0
Disease,Numbness,3.0
Disease,Neck Pain,2.0
Disease,Feeling Cold,1.0
Disease,Back Pain,5.0
Disease,Difficulty sleeping,2.0
Disease,Hunger,2.0
Disease,Lethargy,2.0
Disease,Hot flushes,1.0
Disease,Earache,1.0
Disease,Pharyngeal dryness,1.0
Disease,Deep Vein Thrombosis,1.0
Disease,Urinary tract infection,1.0
Disease,Pityriasis Rosea,1.0
Disease,Throat symptom,2.0
Disease,Stomach ache,4.0
Disease,Sleeplessness,1.0
Disease,Arm Pain,3.0
Disease,Fibromyalgia,2.0
Disease,spells (neurological symptom),2.0
Disease,Myopathy,1.0
Disease,Nose symptoms,1.0
Disease,Chronic Fatigue Syndrome,1.0
Disease,side pain,1.0
Disease,Congestion of throat,1.0
Disease,Conjunctivitis,2.0
Disease,Night sweats,2.0
Disease,Arthritis,2.0
Disease,Abdominal Pain,1.0
Disease,Chest pressure,4.0
Disease,Lower respiratory tract infection,1.0
Disease,Severe diarrhea,1.0
Disease,feeling dizzy,1.0
Disease,Vertigo,1.0
Disease,Migraine Disorders,2.0
Disease,Prediabetes syndrome,2.0
Disease,Tonsillitis,1.0
Disease,Vitamin Deficiency,1.0
Disease,Autoimmune Diseases,6.0
Disease,lump in throat,1.0
Disease,headache severe,2.0
Disease,Prickling sensation,1.0
Disease,chest heaviness,1.0
Disease,skin color change,1.0
Disease,Glossalgia,1.0
Disease,Stinging Sensation,1.0
Disease,Skin symptom,1.0
Disease,swollen glands in neck,2.0
Disease,Upper back pain,1.0
Disease,Frontal headache,1.0
Disease,Hoarseness,1.0
Disease,taste sweet,1.0
Disease,Hepatorenal Syndrome,4.0
Disease,Hypotrichosis simplex,1.0
Disease,Dandy-Walker Syndrome,1.0
Disease,Muscle twitch,1.0
Disease,Punctate inner choroidopathy,3.0
Disease,Burning feet,1.0
Disease,Erythema,1.0
Disease,CONOTRUNCAL ANOMALY FACE SYNDROME,1.0
Disease,Pain in left shoulder,1.0
Disease,Slow respiration,1.0
Disease,Sympathetically independent pain,1.0
Disease,Coffin-Siris syndrome,2.0
Disease,Premenstrual syndrome,1.0
Disease,Pain of lymph node,1.0
Disease,"Myasthenia Gravis, Ocular",1.0
Disease,Temporal headache,1.0
Disease,Spasm,1.0
Disease,furuncle,1.0
Disease,Breath symptom,1.0
Disease,Classical Lissencephaly,1.0
Disease,Acute lower respiratory tract infection,1.0
Disease,Syndrome,1.0
Disease,MUNGAN SYNDROME,2.0
Disease,Upper Extremity Paresis,1.0
Disease,Paresthesia of hand,1.0
Disease,Pelvic Pain,1.0
Disease,"Pneumonia, Viral",1.0
Disease,Cystic Fibrosis,1.0
Disease,persistent dry cough,1.0
Disease,Dyspepsia,1.0
Disease,Basilar-Type Migraine,1.0
Disease,Laryngismus paralyticus,1.0
Disease,room spinning,1.0
Disease,Suffocated,3.0
Disease,Equilibration disorder,3.0
Disease,Buzzing in ear,1.0
Disease,Sore skin,2.0
Disease,Struck,1.0
Disease,"CHEST PAIN, SHARP",2.0
Disease,Tietze's Syndrome,1.0
Disease,Pleurisy,1.0
Disease,Myopia,1.0
Disease,Pulmonary Embolism,1.0
Disease,Sleep Apnea Syndromes,3.0
Disease,Infantile neuronal ceroid lipofuscinosis,1.0
Disease,Viral myocarditis,1.0
Disease,CHEST BURNING PAIN OF,1.0
Disease,tingling in fingers,1.0
Disease,Numbness of face,1.0
Disease,dyspnea acute,1.0
Disease,Hyperemesis Gravidarum,1.0
Disease,Rales,1.0
Disease,"Pain, Burning",1.0
Disease,Kidney Failure,1.0
Disease,Critical Illness,2.0
Disease,Premenopausal symptoms,1.0
Disease,Simian Acquired Immunodeficiency Syndrome,13.0
Disease,Wiskott-Aldrich Syndrome,12.0
Disease,Low Back Pain,1.0
Disease,Aural pressure,2.0
Disease,Wheezing,1.0
Disease,Dermatofibrosis lenticularis disseminata,3.0
Disease,Autoimmune disease (systemic) NOS,2.0
Disease,Preeclamptic toxemia,4.0
Disease,Sensory Discomfort,1.0
Disease,Disorder of face,1.0
Disease,Bronchopulmonary Dysplasia,1.0
Disease,Dyspnea on exertion,1.0
Disease,Heparin-induced thrombocytopenia,6.0
Disease,"Total Hypotrichosis, Mari type",1.0
Disease,"Diarrhea and vomiting, symptom",1.0
Disease,Chest pain on breathing,1.0
Disease,Agonizing Pain,1.0
Disease,Blindness of one eye (disorder),1.0
Disease,Bubonic Plague,1.0
Disease,"Abortion, Habitual",1.0
Disease,Long QT Syndrome,1.0
Disease,Vesicle (morphologic abnormality),1.0
Disease,Bacteremia,1.0
Disease,Mannose-Binding Protein Deficiency,1.0
Disease,Herpes zoster disease,7.0
Disease,Labyrinthitis,1.0
Disease,Tumor Necrosis Factor Receptor 1-Associated Periodic Syndrome,1.0
Disease,Decompression Sickness,1.0
Disease,Blackout - symptom,1.0
Disease,Small Fiber Neuropathy,1.0
Disease,Acquired disease,1.0
Disease,Pneumocystis jiroveci pneumonia,12.0
Disease,Lichen Planus,1.0
Disease,Liver Cirrhosis,1.0
Disease,Idiopathic peripheral neuropathy,1.0
Disease,Erythromelalgia,1.0
Disease,Painful Bladder Syndrome,6.0
Disease,Numbness of foot,1.0
Disease,nasal itching,1.0
Disease,SHOULDER TENDERNESS,1.0
Disease,Perceived quality of life,1.0
Disease,Burning sensation of leg,1.0
Disease,local reaction,1.0
Disease,Potassium aggravated myotonia,1.0
Disease,Chronic venous insufficiency,1.0
Disease,Bursitis of hip,1.0
Disease,Bursitis,1.0
Disease,Transient Ischemic Attack,1.0
Disease,"Arthritis, Psoriatic",1.0
Disease,Inflammation of joint of foot,1.0
Disease,Chronic Kidney Diseases,2.0
Disease,Radiation Damage,1.0
Disease,Steroid-induced myopathy,1.0
Disease,Agitation,2.0
Disease,Tenalgia,1.0
Disease,Rare Diseases,1.0
Disease,PHOTOPAROXYSMAL RESPONSE 1,1.0
Disease,multiple pathologies,3.0
Disease,Terminal illness,1.0
Disease,Giant Cell Arteritis,2.0
Disease,Severe chronic obstructive pulmonary disease,2.0
Disease,Adenovirus Infections,1.0
Disease,Shoulder Pain,1.0
Disease,Excruciating pain,1.0
Disease,Acute onset fever,1.0
Disease,Circling gait,2.0
Disease,Hashimoto Disease,1.0
Disease,Phlebitis,1.0
Disease,Endometriosis,1.0
Disease,"Lung Diseases, Interstitial",1.0
Disease,Staphylococcal Infections,1.0
Disease,Thyroid Diseases,1.0
Disease,Degenerative polyarthritis,1.0
Disease,Peripheral Neuropathy,1.0
Disease,mitral annulus calcification,1.0
Disease,Bronchiectasis,2.0
Disease,Macule,1.0
Disease,"Elliptocytosis, Hereditary",2.0
Disease,Kartagener Syndrome,2.0
Disease,Feline urological syndrome,1.0
Disease,Vaccines allergy,1.0
Disease,Muscle Rigidity,1.0
Disease,Epilepsy,2.0
Disease,prickly feeling,2.0
Disease,Right Flank Pain,2.0
Disease,Somnambulism,1.0
Disease,Digestive System Disorders,1.0
Disease,Pulmonary Stenosis,2.0
Disease,Psoriasis,3.0
Disease,"Reflex Epilepsy, Photosensitive",1.0
Disease,"Bronchitis, Chronic",3.0
Disease,varicella zoster,1.0
Disease,Myasthenia Gravis,1.0
Disease,Disorder of head,1.0
Disease,Crohn Disease,1.0
Disease,Cardiomyopathies,1.0
Disease,Pertussis,1.0
Disease,Borderline Hypertension,1.0
Disease,Hereditary Coproporphyria,1.0
Disease,Polymyalgia Rheumatica,1.0
Disease,Neuroleptic Malignant Syndrome,1.0
Disease,"Malaria, Cerebral",1.0
Disease,Tetanus,1.0
Disease,Melnick-Needles Syndrome,1.0
Disease,LAURIN-SANDROW SYNDROME,1.0
Disease,Pain in buttock,1.0
Disease,Breath Holding,1.0
Disease,Sleep disturbances,1.0
Disease,"Cholestasis-edema syndrome, Norwegian type",1.0
Disease,Euthyroid Sick Syndromes,1.0
Disease,"CEREBELLAR ATAXIA, NEUROPATHY, AND VESTIBULAR AREFLEXIA SYNDROME",1.0
Disease,Post-infectious encephalitis,1.0
Disease,Chikungunya virus infection,1.0
Disease,Common Migraine,1.0
Disease,Dystonia Disorders,1.0
Disease,Hereditary Multiple Exostoses,1.0
Disease,"Failure of Tooth Eruption, Primary",2.0
Disease,Dryness of eye,2.0
Disease,Sensorineural Hearing Loss (disorder),2.0
Disease,Rubella,2.0
Disease,Vestibular Diseases,2.0
Disease,Scarlet Fever,2.0
Disease,Benign paroxysmal positional vertigo,2.0
Disease,Pneumopericardium,1.0
Disease,Pancreatic Pseudocyst,1.0
Disease,Zunich neuroectodermal syndrome,2.0
Disease,Nodular glomerulosclerosis,1.0
Disease,Purpura pigmentosa chronica,1.0
Disease,RAINE SYNDROME,2.0
Disease,Liver diseases,1.0
Disease,Chronically Ill,1.0
Disease,HIV-infection (AIDS/ARC),1.0
Disease,"Encephalomyelitis, Western Equine",3.0
Disease,Feeling despair,1.0
Disease,Pulmonary Alveolar Proteinosis,1.0
Disease,Thromboembolism,1.0
Disease,Thrombophilia,1.0
Disease,Hematological Disease,1.0
Disease,Arthrogryposis renal dysfunction cholestasis syndrome,1.0
Disease,Walking pneumonia,1.0
Disease,Influenza-like illness,1.0
Disease,Immune Complex Diseases,1.0
Disease,Paracoccidioidomycosis,1.0
Disease,Roberts-SC phocomelia syndrome,1.0
Disease,Bronchiolitis Obliterans Organizing Pneumonia,1.0
Disease,"Liver Failure, Acute",1.0
Disease,"Brain Damage, Chronic",2.0
Disease,Equine laminitis,1.0
Disease,Familial Alzheimer Disease (FAD),1.0
Disease,Erythema Multiforme,1.0
Disease,Eosinophilia-Myalgia Syndrome,1.0
Disease,Paraneoplastic Opsoclonus Ataxia,1.0
Disease,Recurrent abdominal pain,1.0
Disease,Tuberculous otitis media,1.0
Pain,rundown,1.0
Pain,Little's Disease,29.0
Pain,cold symptoms,8.0
Pain,Testicular regression syndrome,13.0
Pain,PROGRESSIVE ENCEPHALOMYELITIS WITH RIGIDITY,3.0
Pain,Anosmia,8.0
Pain,Communicable Diseases,18.0
Pain,Chronic otitis media,3.0
Pain,"SHORT STATURE, IDIOPATHIC, X-LINKED",13.0
Pain,organic disorders,2.0
Pain,AICARDI-GOUTIERES SYNDROME 1,3.0
Pain,Fatigue,40.0
Pain,Sore to touch,17.0
Pain,Allergic disposition,9.0
Pain,Diabetes,1.0
Pain,Common Cold,28.0
Pain,Influenza,22.0
Pain,Rhinorrhea,9.0
Pain,Coughing,47.0
Pain,Asthenia,14.0
Pain,Dyspnea,30.0
Pain,Idiopathic Multicentric Osteolyses,1.0
Pain,"Hyperostosis, Diffuse Idiopathic Skeletal",2.0
Pain,PREMATURE CHROMATID SEPARATION TRAIT,4.0
Pain,Carotid Artery Diseases,1.0
Pain,Gum Infection,1.0
Pain,Gingival Diseases,1.0
Pain,Myocardial Infarction,9.0
Pain,Infection of tooth,1.0
Pain,Dental caries,1.0
Pain,Secondary Infections,1.0
Pain,Actual Inability To Taste,8.0
Pain,Other symptoms,2.0
Pain,gastrointestinal gas,3.0
Pain,Seizures,10.0
Pain,Chronic Obstructive Airway Disease,10.0
Pain,digestive problem,2.0
Pain,Cardiovascular symptoms,1.0
Pain,Abnormal breathing,1.0
Pain,Pharyngitis,20.0
Pain,Immune System Diseases,1.0
Pain,Wolf-Hirschhorn Syndrome,8.0
Pain,Sore Throat,20.0
Pain,Headache,32.0
Pain,Pallister-Hall syndrome,2.0
Pain,Signs and Symptoms,9.0
Pain,BODY PAIN,18.0
Pain,Severe Acute Respiratory Syndrome,1.0
Pain,Arthralgia,3.0
Pain,Diarrhea,11.0
Pain,Vomiting,2.0
Pain,Nausea,15.0
Pain,Myalgia,8.0
Pain,Multi-infarct dementia,4.0
Pain,Subacute thyroiditis,2.0
Pain,Pyotraumatic dermatitis,1.0
Pain,Oculocerebrocutaneous syndrome,1.0
Pain,Flare,6.0
Pain,Catch - Finding of sensory dimension of pain,6.0
Pain,slight fever,2.0
Pain,Poliomyelitis,1.0
Pain,"Liver Abscess, Amebic",2.0
Pain,Measles,3.0
Pain,Dysosteosclerosis,4.0
Pain,Strangles,2.0
Pain,Clouded consciousness,15.0
Pain,Pulmonary Emphysema,2.0
Pain,Chronic disease,1.0
Pain,Lightheadedness,2.0
Pain,Chills,16.0
Pain,Papillon-Lefevre Disease,1.0
Pain,Weakness,5.0
Pain,Infectious disease of lung,1.0
Pain,Pneumonia,13.0
Pain,"Pneumonia, Bacterial",4.0
Pain,Bacterial Infections,1.0
Pain,Virus Diseases,4.0
Pain,Mumps,1.0
Pain,Asthma,8.0
Pain,Obesity,3.0
Pain,Hypertensive disease,2.0
Pain,Diabetes Mellitus,2.0
Pain,Lung diseases,4.0
Pain,Nervousness,8.0
Pain,Vitamin D Deficiency,4.0
Pain,Flushing,4.0
Pain,Overweight,3.0
Pain,flu symptoms,4.0
Pain,Anorexia,5.0
Pain,Infantile Neuroaxonal Dystrophy,20.0
Pain,Macrophage Activation Syndrome,1.0
Pain,Dry cough,17.0
Pain,Hepatic methionine adenosyltransferase deficiency,2.0
Pain,Chromosome 2q32-Q33 Deletion Syndrome,1.0
Pain,Comatose,1.0
Pain,Flatulence,3.0
Pain,out (of) breath,4.0
Pain,Feeling Sick,4.0
Pain,Respiratory problems,1.0
Pain,Malaise,6.0
Pain,Tremor,6.0
Pain,Illness (finding),5.0
Pain,Abdominal bloating,3.0
Pain,Decrease in appetite,2.0
Pain,Nightmares,2.0
Pain,Ataxia Telangiectasia,1.0
